loan_id,customer_id,loan_status,application_time,current_loan_amount,term,tax_liens,purpose,no_of_properties,home_ownership,annual_income,years_in_current_job,months_since_last_delinquent,no_of_cars,no_of_children,credit_score,monthly_debt,years_of_credit_history,no_of_open_accounts,no_of_credit_problems,current_credit_balance,max_open_credit,bankruptcies,application_date,application_year,application_month,application_week,application_day,application_season,current_credit_balance_ratio
e0167686-c2d8-44e6-8b1d-7edfb27487a4,001fb8e3-d795-401b-a636-79da109ce54e,1,2015-12-26 11:22:00,16200.0,1,0.0,0.7847823703541278,3.0,1.0,72530.06297492402,-1,35.277524869330634,2.5057286725534555,1.5002554185214916,1338.2891337386018,946.5397708530983,18.60621761658031,11.122308983434284,0.14690213821790848,15312.832372473182,38720.65248485733,0.10249287228598582,2015-12-26,2015,12,52,26,4,0.0
16bed324-b76b-4d93-8051-99f6b48b19b0,0021178d-6d86-4b76-bfb0-855e6c6fa4d1,1,2015-10-30 11:01:00,11761.0,0,0.0,0.7847823703541278,2.0,1.0,29526.0,0,35.277524869330634,1.0,0.0,720.0,492.1,9.0,12.0,0.0,11590.0,17119.0,0.0,2015-10-30,2015,10,44,30,4,0.9854604200323102
5e3912d5-e8b8-49a9-bccf-63dff60d21c9,0028e39f-3a47-48e7-bdd0-69c278f1977d,1,2015-11-12 11:48:00,99999999.0,0,0.0,0.7847823703541278,1.0,0.0,73418.0,0,35.277524869330634,3.0,2.0,747.0,1370.46,13.0,16.0,0.0,13089.0,49206.0,0.0,2015-11-12,2015,11,46,12,4,0.00013089000130890003
136fe944-059d-4a9a-8780-bc0e292c8c0c,002bc5f8-d5a8-4829-a6ca-5c624c9d15e6,1,2015-12-30 11:46:00,99999999.0,0,0.0,0.7847823703541278,3.0,1.0,72530.06297492402,-1,35.277524869330634,2.5057286725534555,1.5002554185214916,1338.2891337386018,946.5397708530983,18.60621761658031,11.122308983434284,0.14690213821790848,15312.832372473182,38720.65248485733,0.10249287228598582,2015-12-30,2015,12,53,30,4,0.0
4756e013-d572-45b1-9ad8-8362f69dd424,0041e9cf-01b3-4afc-8a7b-cf3bd59bf426,1,2015-12-20 10:30:00,15870.0,0,0.0,0.7847823703541278,2.0,0.0,39676.0,11,35.277524869330634,5.0,2.0,741.0,257.89,17.0,4.0,0.0,11887.0,14479.0,0.0,2015-12-20,2015,12,51,20,4,0.7490233144297417
b3ecb857-5413-4248-a2e4-18fe66138460,004424a9-980a-4885-bbd3-702100ab285a,1,2015-12-18 12:13:00,9049.0,0,0.0,0.7847823703541278,2.0,1.0,63340.0,6,65.0,0.0,3.0,742.0,696.74,14.0,8.0,0.0,5190.0,10768.0,0.0,2015-12-18,2015,12,51,18,4,0.5735440380152503
b8579c5b-9182-4a11-bb79-bb79c4178b12,00477151-a4b2-4566-9347-8970db7faa94,1,2015-12-23 14:01:00,7907.0,0,0.0,0.7847823703541278,1.0,1.0,33606.0,3,51.0,5.0,0.0,733.0,464.87,15.0,5.0,1.0,5443.0,8005.0,1.0,2015-12-23,2015,12,52,23,4,0.688377387125332
a5c8640d-0e69-4216-8728-2edf74f5ae5b,00498bfb-2998-4d48-9d98-a643bebada9c,1,2015-12-29 13:04:00,4891.0,0,0.0,0.09264335050981252,2.0,0.0,29299.0,4,39.0,4.0,3.0,749.0,439.49,10.0,5.0,0.0,1983.0,3132.0,0.0,2015-12-29,2015,12,53,29,4,0.40543856062154976
c999708f-fb00-49df-9c11-aa2939c0c3d1,004ae703-3c33-4e09-8020-9e48f797fa79,1,2015-11-28 10:48:00,99999999.0,0,0.0,0.7847823703541278,3.0,0.0,58752.0,0,35.277524869330634,2.0,1.0,738.0,597.31,8.0,9.0,0.0,5872.0,8623.0,0.0,2015-11-28,2015,11,48,28,4,5.872000058720001e-05
13945df2-12c1-4e97-b41c-696454b019ff,005045c0-fe30-443b-8eb3-64bb67da9c98,1,2015-11-28 11:48:00,17658.0,0,0.0,0.7847823703541278,2.0,0.0,72530.06297492402,11,36.0,0.0,3.0,1338.2891337386018,435.06,21.0,13.0,0.0,15782.0,39454.0,0.0,2015-11-28,2015,11,48,28,4,0.8937592026277041
5f0bc2d5-6fcf-4fb6-a14f-c12a43573ad0,00544c75-ec84-447e-b44b-a06528d84e65,1,2015-11-02 11:14:00,3094.0,0,0.0,0.00471439535138691,3.0,1.0,72530.06297492402,-1,35.277524869330634,2.5057286725534555,1.5002554185214916,1338.2891337386018,946.5397708530983,18.60621761658031,11.122308983434284,0.14690213821790848,15312.832372473182,38720.65248485733,0.10249287228598582,2015-11-02,2015,11,45,2,4,0.0
e09882bd-a0c3-4494-834f-a0d74734c341,005cc946-bca1-4b65-9196-0f70162ccb2b,1,2015-12-27 14:38:00,11705.0,1,0.0,0.7847823703541278,0.0,1.0,72530.06297492402,-1,35.277524869330634,2.5057286725534555,1.5002554185214916,1338.2891337386018,946.5397708530983,18.60621761658031,11.122308983434284,0.14690213821790848,15312.832372473182,38720.65248485733,0.10249287228598582,2015-12-27,2015,12,52,27,4,0.0
813f49d7-ab95-47fd-97e4-6e4e2ad39d5e,005d2ad7-2247-4b4b-a01d-2ed11a3f0047,1,2015-12-19 14:05:00,21061.0,1,0.0,0.7847823703541278,0.0,1.0,72530.06297492402,-1,35.277524869330634,2.5057286725534555,1.5002554185214916,1338.2891337386018,946.5397708530983,18.60621761658031,11.122308983434284,0.14690213821790848,15312.832372473182,38720.65248485733,0.10249287228598582,2015-12-19,2015,12,51,19,4,0.0
0fb13bc0-c829-4b58-b40e-2bb593c28479,00609840-e32c-4239-9b46-aa796b4e6e82,1,2015-12-07 10:22:00,27332.0,0,0.0,0.7847823703541278,2.0,0.0,133491.0,2,35.277524869330634,4.0,3.0,736.0,2013.48,15.0,11.0,1.0,36299.0,42756.0,1.0,2015-12-07,2015,12,50,7,4,1.328076979364847
b49798b5-00ed-4b51-ab7b-e130e80ae0d1,0069f7da-e337-4887-9fbc-fb8c8c5fb038,0,2015-12-11 13:08:00,14170.0,1,0.0,0.7847823703541278,4.0,1.0,78720.0,11,5.0,3.0,3.0,729.0,1088.96,17.0,16.0,0.0,16607.0,31216.0,0.0,2015-12-11,2015,12,50,11,4,1.1719830628087509
4791d986-8d07-4e4e-b19e-a3c472513190,006c2777-0fc1-4f05-a63a-461209c82c14,1,2015-12-26 14:27:00,99999999.0,0,0.0,0.013156452143405328,0.0,1.0,72530.06297492402,-1,35.277524869330634,2.5057286725534555,1.5002554185214916,1338.2891337386018,946.5397708530983,18.60621761658031,11.122308983434284,0.14690213821790848,15312.832372473182,38720.65248485733,0.10249287228598582,2015-12-26,2015,12,52,26,4,0.0
af01bba2-c7df-44c0-aed5-e7912d74258e,006d293f-f3e4-4ecc-9c98-66b26313eb4f,1,2015-11-03 12:30:00,19932.0,0,0.0,0.7847823703541278,2.0,0.0,72530.06297492402,11,35.277524869330634,0.0,2.0,1338.2891337386018,1709.5,11.0,11.0,0.0,32363.0,82139.0,0.0,2015-11-03,2015,11,45,3,4,1.6236704796307446
96fa6243-5ac3-4711-a4de-2d16644416fe,007bcfa7-f2ad-4659-aee2-3f538770e9d5,0,2015-12-07 12:02:00,30714.0,1,0.0,0.05920403464532398,4.0,2.0,93166.0,11,35.277524869330634,0.0,1.0,6520.0,1195.62,15.0,13.0,1.0,3638.0,22181.0,1.0,2015-12-07,2015,12,50,7,4,0.11844761346617177
e7fa5e50-8583-49d6-a6f2-d0c936a06a69,007c8481-eb2d-44f4-80b2-536e7bb3ef17,1,2015-11-22 13:21:00,24783.0,0,0.0,0.7847823703541278,0.0,0.0,84261.0,6,35.277524869330634,1.0,1.0,738.0,1263.91,20.0,6.0,0.0,41166.0,53952.0,0.0,2015-11-22,2015,11,47,22,4,1.6610579832950005
855c6645-61af-410c-abc1-96a480e70b22,0089847b-9ea3-4f36-9218-5d31ad345b43,1,2015-12-04 12:00:00,12182.0,0,0.0,0.7847823703541278,1.0,1.0,72530.06297492402,-1,35.277524869330634,2.5057286725534555,1.5002554185214916,1338.2891337386018,946.5397708530983,18.60621761658031,11.122308983434284,0.14690213821790848,15312.832372473182,38720.65248485733,0.10249287228598582,2015-12-04,2015,12,49,4,4,0.0
703d96b5-4839-4a01-8fe8-f7379528af48,0095bb34-0948-4d62-9e5e-fb0c1008be2d,1,2015-12-05 14:53:00,99999999.0,1,0.0,0.05920403464532398,4.0,1.0,110594.0,11,67.0,1.0,0.0,738.0,469.1,28.0,5.0,0.0,5812.0,31588.0,0.0,2015-12-05,2015,12,49,5,4,5.8120000581200004e-05
2131d32f-1cf6-4a5e-8291-e5b7efb0e705,009ae0c9-4b1a-46b9-9110-ffee7a51829b,0,2015-12-12 11:57:00,34741.0,1,0.0,0.09264335050981252,0.0,1.0,77423.0,11,4.0,4.0,0.0,649.0,1516.2,16.0,8.0,0.0,20355.0,64010.0,0.0,2015-12-12,2015,12,50,12,4,0.5859071414179212
aa3d9ed3-8233-471a-bc9a-30f5609f5224,00a448d5-dce0-4908-8056-4e75cd18807d,1,2015-12-18 10:50:00,6819.0,0,0.0,0.7847823703541278,2.0,1.0,79352.0,6,16.0,4.0,3.0,746.0,694.33,19.0,13.0,0.0,6307.0,10512.0,0.0,2015-12-18,2015,12,51,18,4,0.9249156767854524
a7b9eeac-0e32-4ceb-bd08-075e6f71af19,00a85d1c-01b0-410e-9578-e407810e183d,0,2015-12-16 13:35:00,35256.0,0,0.0,0.7847823703541278,1.0,1.0,241752.0,11,35.277524869330634,2.0,3.0,722.0,2336.94,23.0,12.0,0.0,145505.0,196629.0,0.0,2015-12-16,2015,12,51,16,4,4.127098933514863
7491b0e0-cba0-43a8-992c-3233e3398890,00b12ed8-8ca3-43e2-839e-7550a008a91f,0,2015-10-29 14:58:00,34584.0,1,0.0,0.7847823703541278,3.0,1.0,84977.0,6,35.277524869330634,4.0,2.0,667.0,2258.96,21.0,20.0,0.0,34264.0,43873.0,0.0,2015-10-29,2015,10,44,29,4,0.9907471663196854
